ID	DOCULECT	CONCEPT	ENTRY	FORM	TOKENS	COGID	ROOT	ALIGNMENT
2552	SouthAltai	thigh (n.)	d'almaš	ɟalmaʃ	ʥ a l m a ʃ	208	baĺč	ʥ a l m a ʃ
2553	Nogai	thigh (n.)	? yanbas	? janbas	j a n b a s	208	baĺč	j a n b a s
2554	CrimeanTatar	thigh (n.)	san	san	s a n	209	*sa:n	s a n
2555	KaraKalpak	thigh (n.)	san	san	s a n	209	*sa:n	s a n
2556	Kazakh	thigh (n.)	san	san	s a n	209	*sa:n	s a n
2557	Kirghiz	thigh (n.)	san	san	s a n	209	*sa:n	s a n
2558	MiddleChulym	thigh (n.)	čan	ʨan	tʃ a n	209	*sa:n	tʃ a n
2559	Nogai	thigh (n.)	san	san	s a n	209	*sa:n	s a n
2560	Uighur	thigh (n.)	san	san	s a n	209	*sa:n	s a n
2561	Uzbek	thigh (n.)	sɔn	sɔn	s ɔ n	209	*sa:n	s ɔ n
2562	CodexCumanicus	thigh (n.)	buth		b u t	210	*bu:t	- - - - - - b u t
2563	NorthAltai	thigh (n.)	? but		b u t	210	*bu:t	- - - - - - b u t
2564	Azeri	thigh (n.)	bud	bud	b u d	210	*bu:t	- - - - - - b u d
2565	Bashkir	thigh (n.)	bot	bot	b o t	210	*bu:t	- - - - - - b o t
2566	CrimeanTatar	thigh (n.)	but	but	b u t	210	*bu:t	- - - - - - b u t
2567	Dolgan	thigh (n.)	bu:t	bu:t	b uː t	210	*bu:t	- - - - - - b uː t
2568	Gagauz	thigh (n.)	but	but	b u t	210	*bu:t	- - - - - - b u t
2569	KarachayBalkar	thigh (n.)	bazïḳ but	bazɯq but	b a z ɯ q _ b u t	210	*bu:t	b a z ɯ q _ b u t
2570	Karaim	thigh (n.)	but	but	b u t	210	*bu:t	- - - - - - b u t
2571	Khakas	thigh (n.)	put	put	p u t	210	*bu:t	- - - - - - p u t
2572	Khalaj	thigh (n.)	bu:ut	bu:ut	b uː t	210	*bu:t	- - - - - - b uː t
2573	Kumyk	thigh (n.)	bazïḳ but	bazɯq but	b a z ɯ q _ b u t	210	*bu:t	b a z ɯ q _ b u t
2574	MiddleChulym	thigh (n.)	put	put	p u t	210	*bu:t	- - - - - - p u t
2575	Nogai	thigh (n.)	? but	? but	b u t	210	*bu:t	- - - - - - b u t
2576	SarygYugur	thigh (n.)	? put	? put	p u t	210	*bu:t	- - - - - - p u t
2577	Tatar	thigh (n.)	bot	bot	b o t	210	*bu:t	- - - - - - b o t
2578	Tofa	thigh (n.)	but	but	b u t	210	*bu:t	- - - - - - b u t
2579	Turkmen	thigh (n.)	but	but	b u t	210	*bu:t	- - - - - - b u t
2580	Yakut	thigh (n.)	? bu:t	? bu:t	b uː t	210	*bu:t	- - - - - - b uː t
2581	OldUyghur	thigh (n.)	udluḳ		u d l u q	211	*udluk	u d l u q
2582	Shor	thigh (n.)	ustuḳ	ustuq	u s t u q	211	*udluk	u s t u q
2583	Turkish	thigh (n.)	uyluk	ujluk	u j l u k	211	*udluk	u j l u k
2584	Yakut	thigh (n.)	? ulluk	? ulluk	u lː u k	211	*udluk	u - lː u k
2585	Karaim	thigh (n.)	? ? tiyme	? ? tijme	t i j m e	212	*döŋmök ? (see Rassadin)	t i j m e -
2586	Tuvan	thigh (n.)	döŋmek	døŋmek	d ø ŋ m e k	212	*döŋmök ? (see Rassadin)	d ø ŋ m e k
4812	OldUyghur	thin	yuḳa		j u q a	460	jubḳa	j u - q - a - - -
4813	SouthAltai	thin	d'uḳa (3D)	ɟuqa (3D)	ʥ u q a	460	jubḳa	ʥ u - q - a - - -
4814	Bashkir	thin	yoḳa (2D)	joqa (2D)	j o q a	460	jubḳa	j o - q - a - - -
4815	Chuvash	thin	śuɣa (2D)	ɕuɣa (2D)	ɕ u ɣ a	460	jubḳa	ɕ u - ɣ - a - - -
4816	CrimeanTatar	thin	yufḳa (3D)	jufqa (3D)	j u f q a	460	jubḳa	j u f q - a - - -
4817	KaraKalpak	thin	žuḳa (2D)	ʒuqa (2D)	ʒ u q a	460	jubḳa	ʒ u - q - a - - -
4818	KarachayBalkar	thin	ǰuḳa (2D)	ʥuqa (2D)	ʥ u q a	460	jubḳa	ʥ u - q - a - - -
4819	Kazakh	thin	žŭḳa (2D)	ʒŭqa (2D)	ʒ u q a	460	jubḳa	ʒ u - q - a - - -
4820	Khakas	thin	čuɣa(ǰaχ) (2D)	ʨuɣa(ʥaχ) (2D)	ʨ u ɣ a ʥ a χ	460	jubḳa	ʨ u - ɣ - a ʥ a χ
4821	Kirghiz	thin	ǰuḳa (2D)	ʥuqa (2D)	ʥ u q a	460	jubḳa	ʥ u - q - a - - -
4822	MiddleChulym	thin	čuɣaǰa:ḳ (2D)	ʨuɣaʥa:q (2D)	ʨ u ɣ a ʥ aː q	460	jubḳa	ʨ u - ɣ - a ʥ aː q
4823	Nogai	thin	yuḳa	juqa	j u q a	460	jubḳa	j u - q - a - - -
4824	Salar	thin	yoχpa	joχpa	j o χ p a	460	jubḳa	j o - χ p a - - -
4825	SarygYugur	thin	yuḳa	juqa	j u q a	460	jubḳa	j u - q - a - - -
4826	Shor	thin	čuɣa	tɕuɣa	tʃ u ɣ a	460	jubḳa	tʃ u - ɣ - a - - -
4827	Tatar	thin	yuḳa	juqa	j u q a	460	jubḳa	j u - q - a - - -
4828	Tofa	thin	čuɣa (2D)	ʨuɣa (2D)	ʨ u ɣ a	460	jubḳa	ʨ u - ɣ - a - - -
4829	Turkmen	thin	yuḳa (2D)	juqa (2D)	j u q a	460	jubḳa	j u - q - a - - -
4830	Tuvan	thin	čuɣa (2D)	ʨuɣa (2D)	ʨ u ɣ a	460	jubḳa	ʨ u - ɣ - a - - -
4831	Uighur	thin	yupḳa, yuḳḳa, župḳa	jupqa, juqqa, ʒupqa	j u p q a	460	jubḳa	j u p q - a - - -
4832	Uzbek	thin	yupḳa	jupqa	j u p q a	460	jubḳa	j u p q - a - - -
4833	NorthAltai	thin	čičke		tʃ i tʃ k e	461	*jiŋčge	tʃ i - - tʃ - k e - - - - - - -
4834	OldUyghur	thin	yinčge		j i n tʃ g e	461	*jiŋčge	j i n - tʃ - g e - - - - - - -
4835	Azeri	thin	inǰä	inǰɛ	i n ʥ ɛ	461	*jiŋčge	- i n - ʥ - - ɛ - - - - - - -
4836	Chuvash	thin	śinźe (3D)	ɕinʑe (3D)	ɕ i n ʑ e	461	*jiŋčge	ɕ i n - ʑ - - e - - - - - - -
4837	CrimeanTatar	thin	inǰe (3D)	inʥe (3D)	i n ʥ e	461	*jiŋčge	- i n - ʥ - - e - - - - - - -
4838	Dolgan	thin	hinn'iges	hinn'iges	h i n nˈ i g e s	461	*jiŋčge	h i n - nˈ - - - i g e s - - -
4839	Gagauz	thin	inǰä	inʥɛ	i n ʥ ɛ	461	*jiŋčge	- i n - ʥ - - ɛ - - - - - - -
4840	KaraKalpak	thin	žiŋiške (3D)	ʒiŋiʃke (3D)	ʒ i ŋ i ʃ k e	461	*jiŋčge	ʒ i ŋ i ʃ - k e - - - - - - -
4841	KarachayBalkar	thin	iŋičke (3D)	iŋiʨke (3D)	i ŋ i ʨ k e	461	*jiŋčge	- i ŋ i ʨ - k e - - - - - - -
4842	Karaim	thin	inčke (2D)	inʨke (2D)	i n ʨ k e	461	*jiŋčge	- i n - ʨ - k e - - - - - - -
4843	Kazakh	thin	žĭŋĭške (3D)	ʒɘŋɘʃke (3D)	ʒ ĭ ŋ ĭ ʃ k e	461	*jiŋčge	ʒ ĭ ŋ ĭ ʃ - k e - - - - - - -
4844	Khakas	thin	nɘske (3D)	nɘske (3D)	n ĭ s k e	461	*jiŋčge	n ĭ - - s - k e - - - - - - -
4845	Kirghiz	thin	ičke (3D)	iʨke (3D)	i ʨ k e	461	*jiŋčge	- i - - ʨ - k e - - - - - - -
4846	MiddleChulym	thin	čɘčkæǰe:k (3D)	ʨɘʨkæʥe:k (3D)	ʨ ĭ ʨ k æ ʥ eː k	461	*jiŋčge	ʨ ĭ - - ʨ - k æ - - - - ʥ eː k
4847	Nogai	thin	yiŋiške	jiŋiʃke	j i ŋ i ʃ k e	461	*jiŋčge	j i ŋ i ʃ - k e - - - - - - -
4848	Salar	thin	läški, neške	lɛʃki, neʃke	l æ ʃ k i	461	*jiŋčge	l æ - - ʃ - k i - - - - - - -
4849	SarygYugur	thin	šike, (sike)	ʃike, (sike)	ʃ i k e	461	*jiŋčge	ʃ i - - - - k e - - - - - - -
4850	Tatar	thin	nečkä	neʨkɛ	n e tʃ k æ	461	*jiŋčge	n e - - tʃ - k æ - - - - - - -
4851	Tofa	thin	niŋge (3D)	niŋge (3D)	n i ŋ g e	461	*jiŋčge	n i ŋ - - - g e - - - - - - -
4852	Turkish	thin	inǰe	inʥe	i n ʥ e	461	*jiŋčge	- i n - ʥ - - e - - - - - - -
4853	Turkmen	thin	inče (3D)	inʨe (3D)	i n ʨ e	461	*jiŋčge	- i n - ʨ - - e - - - - - - -
4854	Tuvan	thin	čiŋge (3D)	ʨiŋge (3D)	ʨ i ŋ g e	461	*jiŋčge	ʨ i ŋ - - - g e - - - - - - -
4855	Uighur	thin	inčike, dial. iŋičke	inʨike, dial. iŋiʨke	i n ʨ i k e	461	*jiŋčge	- i n - ʨ i k e - - - - - - -
4856	Uzbek	thin	iŋička	iŋiʨka	i ŋ i ʨ k a	461	*jiŋčge	- i ŋ i ʨ - k a - - - - - - -
4857	Yakut	thin	sinńiges	sinɲiges	s i n nˈ i g e s	461	*jiŋčge	s i n - nˈ - - - i g e s - - -
7962	Baraba	think (v.)	oyla-		o j l a	865	ojla	o j l a -
7963	Bashkir	think (v.)	uyla	ujla	u j l a	865	ojla	u j l a -
7964	CrimeanTatar	think (v.)	oyla	ojla	o j l a	865	ojla	o j l a -
7965	KaraKalpak	think (v.)	oyla	ojla	o j l a	865	ojla	o j l a -
7966	KarachayBalkar	think (v.)	oyla	ojla	o j l a	865	ojla	o j l a -
7967	Kazakh	think (v.)	oyla	ojla	o j l a	865	ojla	o j l a -
7968	Kirghiz	think (v.)	oyla	ojla	o j l a	865	ojla	o j l a -
7969	Kumyk	think (v.)	oylaš	ojlaʃ	o j l a ʃ	865	ojla	o j l a ʃ
7970	Nogai	think (v.)	oyla	ojla	o j l a	865	ojla	o j l a -
7971	Tatar	think (v.)	uyla	ujla	u j l a	865	ojla	u j l a -
7972	Uighur	think (v.)	oyla	ojla	o j l a	865	ojla	o j l a -
7973	Uzbek	think (v.)	ọyla	ojla	o j l a	865	ojla	o j l a -
7974	MiddleChulym	think (v.)	pö:gun	pø:gun	p øː g u n	866	pögün	p øː g u n
7975	Shor	think (v.)	pögün	pøgyn	p ø g y n	866	pögün	p ø g y n
7976	NorthAltai	think (v.)	sana-		s a n a	867	san	s a n a -
7977	SouthAltai	think (v.)	sana	sana	s a n a	867	san	s a n a -
7978	Khalaj	think (v.)	san	san	s a n	867	san	s a n - -
7979	Shor	think (v.)	sanan	sanan	s a n a n	867	san	s a n a n
7980	Yakut	think (v.)	sana		s a n a	867	san	s a n a -
7981	Azeri	think (v.)	düšün	dyʃyn	d y ʃ y n	868	düšün	d y ʃ y n
7982	CrimeanTatar	think (v.)	tüsün	tysyn	t y s y n	868	düšün	t y s y n
7983	Gagauz	think (v.)	düšün	dyʃyn	d y ʃ y n	868	düšün	d y ʃ y n
7984	Turkish	think (v.)	düšün	dyʃyn	d y ʃ y n	868	düšün	d y ʃ y n
7985	CodexCumanicus	think (v.)	sagin-		s a g i n	869	saḳï	s a g i n - - - -
7986	NorthAltai	think (v.)	saɣïn-		s a ɣ ɯ n	869	saḳï	s a ɣ ɯ n - - - -
7987	OldUyghur	think (v.)	saḳïn		s a q ɯ n	869	saḳï	s a q ɯ n - - - -
7988	Chuvash	think (v.)	šuɣəšla	ʃuɣə̈ʃla	ʃ u ɣ ə ʃ l a	869	saḳï	ʃ u ɣ - - ə ʃ l a
7989	Karaim	think (v.)	saɣïn	saɣɯn	s a ɣ ɯ n	869	saḳï	s a ɣ ɯ n - - - -
7990	Khakas	think (v.)	saɣïn	saɣɯn	s a ɣ ɯ n	869	saḳï	s a ɣ ɯ n - - - -
7991	MiddleChulym	think (v.)	sa:ɣən	sa:ɣən	s aː ɣ ə n	869	saḳï	s aː ɣ ə n - - - -
7992	SarygYugur	think (v.)	saḳïn	saqɯn	s a q ɯ n	869	saḳï	s a q ɯ n - - - -
7993	Tofa	think (v.)	saɣïn	saɣɯn	s a ɣ ɯ n	869	saḳï	s a ɣ ɯ n - - - -
7994	Tuvan	think (v.)	boda	boda	b o d a	870	boda	
1292	Baraba	this	bu		b u	96	*bV: B	b u -
1293	CodexCumanicus	this	bu		b u	96	*bV: B	b u -
1294	NorthAltai	this	po		p o	96	*bV: B	p o -
1295	OldUyghur	this	bu		b u	96	*bV: B	b u -
1296	SouthAltai	this	pu	pu	p u	96	*bV: B	p u -
1297	Azeri	this	bu	bu	b u	96	*bV: B	b u -
1298	Bashkir	this	bïl	bɯl	b ɯ l	96	*bV: B	b ɯ l
1299	CrimeanTatar	this	bu	bu	b u	96	*bV: B	b u -
1300	Dolgan	this	bu	bu	b u	96	*bV: B	b u -
1301	Gagauz	this	bu	bu	b u	96	*bV: B	b u -
1302	KaraKalpak	this	bul	bul	b u l	96	*bV: B	b u l
1303	KarachayBalkar	this	bu	bu	b u	96	*bV: B	b u -
1304	Karaim	this	bu	bu	b u	96	*bV: B	b u -
1305	Kazakh	this	bŭl	bŭl	b u l	96	*bV: B	b u l
1306	Khakas	this	pu	pu	p u	96	*bV: B	p u -
1307	Khalaj	this	bo	bo	b o	96	*bV: B	b o -
1308	Kirghiz	this	bu	bu	b u	96	*bV: B	b u -
1309	Kumyk	this	bu	bu	b u	96	*bV: B	b u -
1310	MiddleChulym	this	pu	pu	p u	96	*bV: B	p u -
1311	Nogai	this	bu	bu	b u	96	*bV: B	b u -
1312	Salar	this	bu	bu	b u	96	*bV: B	b u -
1313	SarygYugur	this	pu	pu	p u	96	*bV: B	p u -
1314	Shor	this	po	po	p o	96	*bV: B	p o -
1315	Tatar	this	bu	bu	b u	96	*bV: B	b u -
1316	Tofa	this	bo	bo	b o	96	*bV: B	b o -
1317	Turkish	this	bu	bu	b u	96	*bV: B	b u -
1318	Turkmen	this	bu	bu	b u	96	*bV: B	b u -
1319	Tuvan	this	bo	bo	b o	96	*bV: B	b o -
1320	Uighur	this	bu	bu	b u	96	*bV: B	b u -
1321	Uzbek	this	bu	bu	b u	96	*bV: B	b u -
1322	Yakut	this	bu	bu	b u	96	*bV: B	b u -
1323	Chuvash	this	ku	ku	k u	97	*ko	
3538	Baraba	three	öč		ø tʃ	321	*üč	- ø tʃ -
3539	CodexCumanicus	three	uč		u tʃ	321	*üč	- u tʃ -
3540	NorthAltai	three	üč, üš		y tʃ	321	*üč	- y tʃ -
3541	OldUyghur	three	üč		y tʃ	321	*üč	- y tʃ -
3542	SouthAltai	three	üč	yʨ	y tʃ	321	*üč	- y tʃ -
3543	Azeri	three	üč	yʨ	y tʃ	321	*üč	- y tʃ -
3544	Bashkir	three	ös	øs	ø s	321	*üč	- ø s -
3545	Chuvash	three	viśśɘ, viźɘ, viś	viɕɕɘ, viʑɘ, viɕ	v i ɕː ĭ	321	*üč	v i ɕː ĭ
3546	CrimeanTatar	three	üč	yʨ	y tʃ	321	*üč	- y tʃ -
3547	Dolgan	three	üs	ys	y s	321	*üč	- y s -
3548	Gagauz	three	üč	yʨ	y tʃ	321	*üč	- y tʃ -
3549	KaraKalpak	three	üš	yʃ	y ʃ	321	*üč	- y ʃ -
3550	KarachayBalkar	three	üč	yʨ	y tʃ	321	*üč	- y tʃ -
3551	Karaim	three	üč	yʨ	y tʃ	321	*üč	- y tʃ -
3552	Kazakh	three	üš	yʃ	y ʃ	321	*üč	- y ʃ -
3553	Khakas	three	üs	ys	y s	321	*üč	- y s -
3554	Khalaj	three	ü:č	y:ʨ	yː tʃ	321	*üč	- yː tʃ -
3555	Kirghiz	three	üč	yʨ	y tʃ	321	*üč	- y tʃ -
3556	Kumyk	three	üč	yʨ	y tʃ	321	*üč	- y tʃ -
3557	MiddleChulym	three	üč	yʨ	y tʃ	321	*üč	- y tʃ -
3558	Nogai	three	üš	yʃ	y ʃ	321	*üč	- y ʃ -
3559	Salar	three	uš	uʃ	u ʃ	321	*üč	- u ʃ -
3560	SarygYugur	three	üš, uš	yʃ, uʃ	y ʃ	321	*üč	- y ʃ -
3561	Shor	three	üš	yʃ	y ʃ	321	*üč	- y ʃ -
3562	Tatar	three	öč	øʨ	ø tʃ	321	*üč	- ø tʃ -
3563	Tofa	three	üš	yʃ	y ʃ	321	*üč	- y ʃ -
3564	Turkish	three	üč	yʨ	y tʃ	321	*üč	- y tʃ -
3565	Turkmen	three	üč	yʨ	y tʃ	321	*üč	- y tʃ -
3566	Tuvan	three	üš	yʃ	y ʃ	321	*üč	- y ʃ -
3567	Uighur	three	üč	yʨ	y tʃ	321	*üč	- y tʃ -
3568	Uzbek	three	uč	uʨ	u tʃ	321	*üč	- u tʃ -
3569	Yakut	three	üs	ys	y s	321	*üč	- y s -
5203	CodexCumanicus	throat (n.)	tamac		t a m a c	500	*damgak	t a m - a c
5204	OldUyghur	throat (n.)	tamɣaḳ		t a m ɣ a q	500	*damgak	t a m ɣ a q
5205	SouthAltai	throat (n.)	tamaḳ	tamaq	t a m a q	500	*damgak	t a m - a q
5206	Bashkir	throat (n.)	tamaḳ	tamaq	t a m a q	500	*damgak	t a m - a q
5207	KaraKalpak	throat (n.)	tamaḳ	tamaq	t a m a q	500	*damgak	t a m - a q
5208	KarachayBalkar	throat (n.)	tamaḳ	tamaq	t a m a q	500	*damgak	t a m - a q
5209	Karaim	throat (n.)	tamaḳ	tamaq	t a m a q	500	*damgak	t a m - a q
5210	Kazakh	throat (n.)	tamaḳ	tamaq	t a m a q	500	*damgak	t a m - a q
5211	Khakas	throat (n.)	tamaχ	tamaχ	t a m a χ	500	*damgak	t a m - a χ
5212	Kirghiz	throat (n.)	tamaḳ	tamaq	t a m a q	500	*damgak	t a m - a q
5213	Kumyk	throat (n.)	tamaḳ	tamaq	t a m a q	500	*damgak	t a m - a q
5214	MiddleChulym	throat (n.)	tamaḳ	tamaq	t a m a q	500	*damgak	t a m - a q
5215	Nogai	throat (n.)	tamaḳ	tamaq	t a m a q	500	*damgak	t a m - a q
5216	Shor	throat (n.)	tabaḳ	tabaq	t a b a q	500	*damgak	t a b - a q
5217	Tatar	throat (n.)	tamaḳ	tamaq	t a m a q	500	*damgak	t a m - a q
5218	Uighur	throat (n.)	tamaḳ	tamaq	t a m a q	500	*damgak	t a m - a q
5219	Uzbek	throat (n.)	tɔmɔḳ	tɔmɔq	t ɔ m ɔ q	500	*damgak	t ɔ m - ɔ q
5220	Yakut	throat (n.)	? tamaχ	? tamaχ	t a m a χ	500	*damgak	t a m - a χ
5221	OldUyghur	throat (n.)	boɣaz ,boɣuz		b o ɣ a z	501	*bogaŕ	b o ɣ a z - -
5222	Azeri	throat (n.)	boɣaz	boɣaz	b o ɣ a z	501	*bogaŕ	b o ɣ a z - -
5223	Bashkir	throat (n.)	? boɣaδ	? boɣað	b o ɣ a ð	501	*bogaŕ	b o ɣ a ð - -
5224	Chuvash	throat (n.)	pïr	pɯr	p ɯ r	501	*bogaŕ	p ɯ - - r - -
5225	CrimeanTatar	throat (n.)	boɣaz	boɣaz	b o ɣ a z	501	*bogaŕ	b o ɣ a z - -
5226	Gagauz	throat (n.)	buaz	buaz	b u a z	501	*bogaŕ	b u - a z - -
5227	Khalaj	throat (n.)	boɣïz, boɣaz	boɣɯz, boɣaz	b o ɣ ɯ z	501	*bogaŕ	b o ɣ ɯ z - -
5228	SarygYugur	throat (n.)	poɣïs	poɣɯs	p o ɣ ɯ s	501	*bogaŕ	p o ɣ ɯ s - -
5229	Tatar	throat (n.)	? buɣaz	? buɣaz	b u ɣ a z	501	*bogaŕ	b u ɣ a z - -
5230	Tofa	throat (n.)	boos	boos	b oː s	501	*bogaŕ	b oː - - s - -
5231	Turkish	throat (n.)	boɣaz	boɣaz	b o ɣ a z	501	*bogaŕ	b o ɣ a z - -
5232	Turkmen	throat (n.)	boɣaz	boɣaz	b o ɣ a z	501	*bogaŕ	b o ɣ a z - -
5233	Tuvan	throat (n.)	boostaa	boostaa	b oː s t aː	501	*bogaŕ	b oː - - s t aː
5234	Uighur	throat (n.)	boɣaz, boɣuz	boɣaz, boɣuz	b o ɣ a z	501	*bogaŕ	b o ɣ a z - -
5235	NorthAltai	throat (n.)	? paku:r (Р)		p a k uː r	502	*bokurdak	p a k uː r - - -
5236	Nogai	throat (n.)	? boɣïrdaḳ	? boɣɯrdaq	b o ɣ ɯ r d a q	502	*bokurdak	b o ɣ ɯ r d a q
5237	Salar	throat (n.)	poɣtaχ	poɣtaχ	p o ɣ t a χ	502	*bokurdak	p o ɣ - - t a χ
5238	NorthAltai	throat (n.)	tïn		t ɯ n	503	tïn	t ɯ n
5239	Shor	throat (n.)	tïn		t ɯ n	503	tïn	t ɯ n
5240	Dolgan	throat (n.)	kabïrga	kabɯrga	k a b ɯ r g a	504	χabarga	k a b ɯ r g a
5241	Yakut	throat (n.)	χabarɣa	χabarɣa	χ a b a r ɣ a	504	χabarga	χ a b a r ɣ a
5242	KaraKalpak	throat (n.)	? alḳïm	? alqɯm	a l q ɯ m	505	alḳïm	a l q ɯ m
5243	Uighur	throat (n.)	alḳin	alqin	a l q i n	505	alḳïm	a l q i n
3488	KaraKalpak	throw (v.)	ïlaḳtïr	ɯlaqtɯr	ɯ l a q t ɯ r	309	(b)ïlaḳtar	- ɯ l a q t ɯ r
3489	Kazakh	throw (v.)	laḳtïr	laqtɯr	l a q t ɯ r	309	(b)ïlaḳtar	- - l a q t ɯ r
3490	Nogai	throw (v.)	bïlaḳtïr	bɯlaqtɯr	b ɯ l a q t ɯ r	309	(b)ïlaḳtar	b ɯ l a q t ɯ r
3491	Baraba	throw (v.)	tašla-		t a ʃ l a	310	*dia:ĺla	t a ʃ l a -
3492	SouthAltai	throw (v.)	? tašta	? taʃta	t a ʃ t a	310	*dia:ĺla	t a ʃ t a -
3493	Bashkir	throw (v.)	tašla	taʃla	t a ʃ l a	310	*dia:ĺla	t a ʃ l a -
3494	KaraKalpak	throw (v.)	tasla	tasla	t a s l a	310	*dia:ĺla	t a s l a -
3495	Kazakh	throw (v.)	tasta	tasta	t a s t a	310	*dia:ĺla	t a s t a -
3496	Khakas	throw (v.)	tasta	tasta	t a s t a	310	*dia:ĺla	t a s t a -
3497	Kirghiz	throw (v.)	tašta	taʃta	t a ʃ t a	310	*dia:ĺla	t a ʃ t a -
3498	Kumyk	throw (v.)	tašla	taʃla	t a ʃ l a	310	*dia:ĺla	t a ʃ l a -
3499	MiddleChulym	throw (v.)	tasta	tasta	t a s t a	310	*dia:ĺla	t a s t a -
3500	Nogai	throw (v.)	tasla	tasla	t a s l a	310	*dia:ĺla	t a s l a -
3501	Shor	throw (v.)	tašta	taʃta	t a ʃ t a	310	*dia:ĺla	t a ʃ t a -
3502	Tatar	throw (v.)	tašla	taʃla	t a ʃ l a	310	*dia:ĺla	t a ʃ l a -
3503	Turkmen	throw (v.)	tašla	taʃla	t a ʃ l a	310	*dia:ĺla	t a ʃ l a -
3504	Tuvan	throw (v.)	daža	daʒa	d a ʒ a	310	*dia:ĺla	d a ʒ - - a
3505	Uighur	throw (v.)	tašla	taʃla	t a ʃ l a	310	*dia:ĺla	t a ʃ l a -
3506	Uzbek	throw (v.)	? tašla	? taʃla	t a ʃ l a	310	*dia:ĺla	t a ʃ l a -
3507	Chuvash	throw (v.)	pəraχ	pə̈raχ	p ə r a χ	311	*bïrak	p ə r a χ
3508	Dolgan	throw (v.)	bïrak	bɯrak	b ɯ r a k	311	*bïrak	b ɯ r a k
3509	Yakut	throw (v.)	bïraχ	bɯraχ	b ɯ r a χ	311	*bïrak	b ɯ r a χ
3510	NorthAltai	throw (v.)	čel-		tʃ e l	312	čel-	tʃ e l
3511	Shor	throw (v.)	šel-		ʃ e l	312	čel-	ʃ e l
3512	OldUyghur	throw (v.)	kemiš		k e m i ʃ	313	CT *kemiš (Stach. 146)	k e m i ʃ
3513	Dolgan	throw (v.)	ke:s	ke:s	k eː s	313	CT *kemiš (Stach. 146)	k eː - - s
3514	Yakut	throw (v.)	kebis, ke:s	kebis, ke:s	k e b i s	313	CT *kemiš (Stach. 146)	k e b i s
3515	Baraba	throw (v.)	at-		a t	314	*ạt	- a - - t
3516	OldUyghur	throw (v.)	at		a t	314	*ạt	- a - - t
3517	Azeri	throw (v.)	at	at	a t	314	*ạt	- a - - t
3518	Chuvash	throw (v.)	ïvət	ɯvə̈t	ɯ v ə t	314	*ạt	- ɯ v ə t
3519	CrimeanTatar	throw (v.)	at	at	a t	314	*ạt	- a - - t
3520	Gagauz	throw (v.)	at	at	a t	314	*ạt	- a - - t
3521	KaraKalpak	throw (v.)	at	at	a t	314	*ạt	- a - - t
3522	KarachayBalkar	throw (v.)	at	at	a t	314	*ạt	- a - - t
3523	Karaim	throw (v.)	at	at	a t	314	*ạt	- a - - t
3524	Khalaj	throw (v.)	hat	hat	h a t	314	*ạt	h a - - t
3525	Tatar	throw (v.)	? at	? at	a t	314	*ạt	- a - - t
3526	Turkish	throw (v.)	at	at	a t	314	*ạt	- a - - t
3527	Uighur	throw (v.)	at	at	a t	314	*ạt	- a - - t
3528	Uzbek	throw (v.)	ɔt	ɔt	ɔ t	314	*ạt	- ɔ - - t
3529	SarygYugur	throw (v.)	tarda	tarda	t a r d a	315	tarda	
3530	KarachayBalkar	throw (v.)	? silde	? silde	s i l d e	316	silde, cf. Mong. side? (not particularly compatible with Khak. sil); see ЭСТЯ 278, which does not explain these two forms	s i l d e
3531	Khakas	throw (v.)	? sil	? sil	s i l	316	silde, cf. Mong. side? (not particularly compatible with Khak. sil); see ЭСТЯ 278, which does not explain these two forms	s i l - -
3532	Bashkir	throw (v.)	? ïrɣït	? ɯrɣɯt	ɯ r ɣ ɯ t	317	*ïrgï (ЭСТЯ 662)	ɯ r ɣ ɯ t
3533	Kirghiz	throw (v.)	ïrgït	ɯrgɯt	ɯ r g ɯ t	317	*ïrgï (ЭСТЯ 662)	ɯ r g ɯ t
3534	Bashkir	throw (v.)	? bär	? bɛr	b æ r	318	*b(i)er (Mudrak 1993: 116)	b æ r
3535	Chuvash	throw (v.)	per	per	p e r	318	*b(i)er (Mudrak 1993: 116)	p e r
3536	Tofa	throw (v.)	ḳaɣ	qaɣ	q a ɣ	319	*Ko	
3537	Tuvan	throw (v.)	oḳta	oqta	o q t a	320	*okla (< 'to shoot' = 'arrow'	
2985	Baraba	tie (v.)	pawla-		p a w l a	257	*bāgla	p a w l - a
2986	NorthAltai	tie (v.)	poɣ-, paɣla-		p o ɣ	257	*bāgla	p o ɣ - - -
2987	OldUyghur	tie (v.)	ba		b a	257	*bāgla	b a - - - -
2988	SouthAltai	tie (v.)	bula	bula	b u l a	257	*bāgla	b u - l - a
2989	Azeri	tie (v.)	baɣla	baɣla	b a ɣ l a	257	*bāgla	b a ɣ l - a
2990	Bashkir	tie (v.)	bäylä	bɛjlɛ	b æ j l æ	257	*bāgla	b æ j l - æ
2991	CrimeanTatar	tie (v.)	baɣla	baɣla	b a ɣ l a	257	*bāgla	b a ɣ l - a
2992	Dolgan	tie (v.)	ba:y	ba:j	b aː j	257	*bāgla	b aː j - - -
2993	Gagauz	tie (v.)	ba:la	ba:la	b aː l a	257	*bāgla	b aː - l - a
2994	KaraKalpak	tie (v.)	bayla	bajla	b a j l a	257	*bāgla	b a j l - a
2995	KarachayBalkar	tie (v.)	bayla	bajla	b a j l a	257	*bāgla	b a j l - a
